as_of_date,store_id,product_id,category,inventory_date,current_inventory,in_transit_inventory,lead_time_days,effective_lead_time_days,forecast_during_lead_time,forecast_7d_total,safety_stock,error_std,avg_daily_units_sold,coverage_days,inventory_status,suggested_replenishment,forecast_status,recommendation_status,message,data_version,model_version,calculated_at
2024-01-20,S002,P0006,Clothing,2024-01-20,34,0,0,1,57.4,409.0,70.1,30.098674574293543,88.68,0.4,critical,94,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0006,Clothing,2024-01-21,61,0,0,1,60.2,407.4,68.9,29.588848370451085,88.78,0.7,critical,69,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0006,Clothing,2024-01-22,0,0,0,1,55.1,378.6,68.2,29.281479661590705,88.68,0.0,critical,124,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0006,Clothing,2024-01-23,18,0,0,1,51.6,384.8,72.0,30.9148623691387,88.14,0.2,critical,106,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0006,Clothing,2024-01-24,0,0,0,1,61.0,432.4,75.4,32.36529404732197,88.19,0.0,critical,137,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0006,Clothing,2024-01-25,0,0,0,1,69.9,469.3,74.8,32.088955357931404,88.68,0.0,critical,145,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0006,Clothing,2024-01-26,112,0,0,1,70.5,501.2,81.9,35.15531220757752,88.63,1.3,critical,41,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0006,Clothing,2024-01-27,0,0,0,1,74.5,525.1,81.7,35.06135487903561,89.36,0.0,critical,157,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S002,P0006,Clothing,2024-01-28,0,0,0,1,84.8,582.8,81.7,35.06135487903561,90.8,0.0,critical,167,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S002,P0006,Clothing,2024-01-29,98,0,0,1,84.3,581.7,81.7,35.06135487903561,90.24,1.1,critical,68,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S002,P0006,Clothing,2024-01-30,2,0,0,1,79.3,597.9,81.7,35.06135487903561,90.02,0.0,critical,159,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0007,Toys,2023-12-28,315,0,2,2,125.5,426.4,3.3,1.0,75.53,4.2,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0007,Toys,2023-12-29,304,0,2,2,123.0,401.0,59.5,18.04239984473162,74.34,4.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0007,Toys,2023-12-30,299,0,2,2,101.8,326.7,71.9,21.818388804129526,73.87,4.0,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0007,Toys,2023-12-31,269,0,2,2,91.9,311.1,73.9,22.413596280281627,72.83,3.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0007,Toys,2024-01-01,239,0,2,2,67.3,248.1,93.9,28.499849125754668,72.32,3.3,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0007,Toys,2024-01-02,204,0,2,2,67.8,241.2,112.3,34.06864132158895,72.12,2.8,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0007,Toys,2024-01-03,150,0,2,2,68.8,247.8,106.0,32.17485896712436,71.76,2.1,low,25,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0007,Toys,2024-01-04,81,162,2,2,75.2,263.1,100.6,30.54315501071807,71.69,3.4,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0007,Toys,2024-01-05,75,0,2,2,73.3,240.7,94.7,28.750114600582105,71.19,1.1,critical,94,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0007,Toys,2024-01-06,191,0,2,2,74.5,235.0,89.3,27.108105365101707,71.49,2.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0007,Toys,2024-01-07,152,196,2,2,66.6,225.8,92.4,28.046408860082803,71.78,4.8,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0007,Toys,2024-01-08,130,0,2,2,58.3,213.8,136.8,41.51637034617016,71.74,1.8,critical,66,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0007,Toys,2024-01-09,266,0,2,2,62.7,218.6,131.1,39.774074615278835,72.14,3.7,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0007,Toys,2024-01-10,131,0,2,2,77.2,284.7,126.8,38.48737063224132,73.48,1.8,critical,74,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0007,Toys,2024-01-11,94,463,2,2,76.8,269.2,122.2,37.08878356401621,73.73,7.6,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0007,Toys,2024-01-12,63,0,2,2,87.9,289.1,120.0,36.40519273563092,73.74,0.9,critical,145,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0007,Toys,2024-01-13,485,0,2,2,86.3,284.3,125.1,37.956045522815046,73.61,6.6,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0007,Toys,2024-01-14,412,0,2,2,87.8,309.0,142.9,43.37132537657942,74.33,5.5,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0007,Toys,2024-01-15,313,0,2,2,102.8,366.8,139.7,42.395003509816306,75.06,4.2,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0007,Toys,2024-01-16,161,377,2,2,122.8,426.3,137.7,41.775049275945705,76.09,7.1,sufficient,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0007,Toys,2024-01-17,77,0,2,2,113.8,430.6,134.7,40.86673365118428,76.98,1.0,critical,172,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0007,Toys,2024-01-18,415,0,2,2,117.0,422.9,132.1,40.08153278618441,77.33,5.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0007,Toys,2024-01-19,355,0,2,2,127.4,427.3,133.4,40.49546426356615,77.51,4.6,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0007,Toys,2024-01-20,262,0,2,2,133.9,438.1,131.3,39.84801480336757,78.04,3.4,low,4,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0007,Toys,2024-01-21,231,244,2,2,128.8,429.8,131.4,39.86706210678336,78.16,6.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0007,Toys,2024-01-22,181,0,2,2,128.2,428.2,131.8,39.98354420311902,78.37,2.3,low,79,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0007,Toys,2024-01-23,307,0,2,2,123.8,432.2,145.4,44.12907653720637,78.38,3.9,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0007,Toys,2024-01-24,196,0,2,2,112.7,444.8,147.6,44.799308088367084,79.52,2.5,low,65,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0007,Toys,2024-01-25,24,271,2,2,131.2,483.7,147.1,44.638273908419656,81.07,3.6,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0007,Toys,2024-01-26,0,401,2,2,137.2,483.1,145.4,44.137432220804854,79.94,5.0,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0007,Toys,2024-01-27,149,0,2,2,139.9,505.1,143.1,43.42943936207686,80.8,1.8,critical,135,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S002,P0007,Toys,2024-01-28,491,0,2,2,142.4,507.9,143.1,43.42943936207686,79.98,6.1,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S002,P0007,Toys,2024-01-29,414,0,2,2,146.6,508.2,143.1,43.42943936207686,80.11,5.2,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S002,P0007,Toys,2024-01-30,288,0,2,2,147.5,511.3,143.1,43.42943936207686,80.94,3.6,low,3,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0008,Groceries,2023-12-28,13,0,0,1,96.0,654.7,2.3,1.0,92.5,0.1,critical,86,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0008,Groceries,2023-12-29,32,0,0,1,83.0,617.4,15.0,6.440639463149624,92.46,0.3,critical,67,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0008,Groceries,2023-12-30,67,0,0,1,87.0,602.2,18.4,7.884453127915767,92.06,0.7,critical,39,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0008,Groceries,2023-12-31,13,0,0,1,80.3,536.7,23.9,10.245531310844056,90.91,0.1,critical,92,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0008,Groceries,2024-01-01,5,0,0,1,57.9,432.5,36.3,15.587991013582048,90.81,0.1,critical,90,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0008,Groceries,2024-01-02,0,0,0,1,57.1,398.5,34.9,14.958883307057313,90.37,0.0,critical,92,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0008,Groceries,2024-01-03,0,0,0,1,57.2,388.7,59.4,25.514142645436824,89.9,0.0,critical,117,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0008,Groceries,2024-01-04,43,0,0,1,54.5,366.5,57.3,24.581884669282754,89.26,0.5,critical,69,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0008,Groceries,2024-01-05,5,0,0,1,49.6,360.8,54.4,23.356467776325488,89.57,0.1,critical,100,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0008,Groceries,2024-01-06,58,0,0,1,51.5,355.4,52.3,22.446551910251284,89.23,0.6,critical,46,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0008,Groceries,2024-01-07,0,0,0,1,52.1,348.8,75.7,32.489132099556564,88.32,0.0,critical,128,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0008,Groceries,2024-01-08,62,0,0,1,44.7,339.9,72.2,30.985743122941454,88.47,0.7,critical,55,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0008,Groceries,2024-01-09,0,0,0,1,55.2,380.8,70.3,30.17874679895901,89.1,0.0,critical,126,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0008,Groceries,2024-01-10,79,0,0,1,54.1,368.1,72.6,31.169816670435438,88.7,0.9,critical,48,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0008,Groceries,2024-01-11,0,0,0,1,55.9,375.0,71.1,30.503644433890184,88.86,0.0,critical,127,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0008,Groceries,2024-01-12,122,0,0,1,52.4,385.0,76.4,32.776906275482595,89.02,1.4,critical,7,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0008,Groceries,2024-01-13,41,0,0,1,57.2,403.4,74.8,32.10083638477541,88.84,0.5,critical,91,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0008,Groceries,2024-01-14,0,0,0,1,65.6,451.6,73.1,31.374816457441646,89.52,0.0,critical,139,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0008,Groceries,2024-01-15,68,0,0,1,61.4,446.7,73.0,31.31030407473359,89.06,0.8,critical,67,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0008,Groceries,2024-01-16,56,0,0,1,61.4,436.7,72.7,31.212115271390243,89.19,0.6,critical,79,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0008,Groceries,2024-01-17,48,0,0,1,69.0,477.4,73.2,31.42408820573907,89.18,0.5,critical,95,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0008,Groceries,2024-01-18,0,0,0,1,67.3,455.5,71.6,30.73813273578106,89.24,0.0,critical,139,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0008,Groceries,2024-01-19,0,0,0,1,62.2,463.2,72.9,31.296599029813652,89.37,0.0,critical,136,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0008,Groceries,2024-01-20,0,0,0,1,67.6,471.1,71.4,30.641655018044023,89.41,0.0,critical,139,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0008,Groceries,2024-01-21,0,0,0,1,70.8,486.1,70.5,30.266034745054878,89.6,0.0,critical,142,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0008,Groceries,2024-01-22,39,0,0,1,70.8,501.2,71.4,30.649121541889937,89.89,0.4,critical,104,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0008,Groceries,2024-01-23,1,0,0,1,75.6,518.3,71.3,30.611393125566305,89.72,0.0,critical,146,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0008,Groceries,2024-01-24,0,0,0,1,77.4,539.2,70.2,30.108732649941373,90.81,0.0,critical,148,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0008,Groceries,2024-01-25,0,0,0,1,89.3,598.6,69.2,29.69141454273323,91.36,0.0,critical,159,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0008,Groceries,2024-01-26,5,0,0,1,80.1,599.8,68.0,29.18253533414114,91.38,0.1,critical,144,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0008,Groceries,2024-01-27,0,0,0,1,87.9,612.3,66.9,28.698412090727956,91.34,0.0,critical,155,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S002,P0008,Groceries,2024-01-28,62,0,0,1,78.9,591.7,66.9,28.698412090727956,91.27,0.7,critical,84,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S002,P0008,Groceries,2024-01-29,85,0,0,1,84.8,615.9,66.9,28.698412090727956,91.6,0.9,critical,67,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S002,P0008,Groceries,2024-01-30,4,0,0,1,83.6,597.5,66.9,28.698412090727956,91.57,0.0,critical,147,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0009,Groceries,2023-12-28,459,0,1,1,79.3,529.7,2.3,1.0,94.13,4.9,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0009,Groceries,2023-12-29,307,0,1,1,80.2,573.4,112.3,48.202110901818,94.91,3.2,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0009,Groceries,2023-12-30,224,0,1,1,75.8,559.0,99.5,42.69043064830706,95.14,2.4,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0009,Groceries,2023-12-31,196,0,1,1,78.5,522.7,86.2,36.988624391443146,93.51,2.1,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0009,Groceries,2024-01-01,92,0,1,1,79.4,535.4,76.1,32.65265088821568,93.5,1.0,critical,64,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0009,Groceries,2024-01-02,0,0,1,1,69.8,484.6,71.3,30.58700616184429,93.94,0.0,critical,142,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0009,Groceries,2024-01-03,113,0,1,1,66.5,473.5,65.2,27.991908721085412,93.81,1.2,critical,19,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0009,Groceries,2024-01-04,260,0,1,1,66.8,448.5,63.5,27.25673595390421,93.6,2.8,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0009,Groceries,2024-01-05,203,0,1,1,54.3,393.2,61.2,26.25289899349336,93.42,2.2,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0009,Groceries,2024-01-06,124,0,1,1,51.8,392.6,59.5,25.542613571607685,93.63,1.3,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0009,Groceries,2024-01-07,46,0,1,1,64.3,419.2,78.0,33.494324678369296,93.98,0.5,critical,97,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0009,Groceries,2024-01-08,156,0,1,1,61.2,408.9,74.6,32.02821448993819,94.21,1.7,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0009,Groceries,2024-01-09,213,0,1,1,62.9,441.2,76.3,32.75123815128833,94.8,2.2,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0009,Groceries,2024-01-10,138,0,1,1,60.2,439.9,74.2,31.857772479756647,94.92,1.5,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0009,Groceries,2024-01-11,270,0,1,1,70.8,477.7,81.5,34.988310763360715,95.77,2.8,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0009,Groceries,2024-01-12,178,0,1,1,67.0,499.1,79.7,34.20163881917103,95.9,1.9,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0009,Groceries,2024-01-13,35,0,1,1,71.5,552.0,84.2,36.14318548641795,96.64,0.4,critical,121,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0009,Groceries,2024-01-14,104,0,1,1,88.4,583.6,85.3,36.59134044271086,97.1,1.1,critical,70,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0009,Groceries,2024-01-15,58,0,1,1,85.5,555.8,83.8,35.944292632863544,96.86,0.6,critical,112,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0009,Groceries,2024-01-16,120,0,1,1,80.9,566.3,86.0,36.907617433826246,97.29,1.2,critical,47,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0009,Groceries,2024-01-17,0,0,1,1,83.5,602.7,84.7,36.36127870509092,98.06,0.0,critical,169,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0009,Groceries,2024-01-18,86,0,1,1,90.7,631.1,82.8,35.55658256508134,99.21,0.9,critical,88,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0009,Groceries,2024-01-19,435,0,1,1,88.7,628.8,84.8,36.394468928109674,99.04,4.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0009,Groceries,2024-01-20,341,0,1,1,78.9,604.6,84.3,36.15971589231399,99.36,3.4,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-21,S002,P0009,Groceries,2024-01-21,174,0,1,1,93.6,638.9,85.7,36.7887080590416,99.92,1.7,critical,6,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-22,S002,P0009,Groceries,2024-01-22,89,0,1,1,99.4,663.1,125.5,53.87944882274174,100.28,0.9,critical,136,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-23,S002,P0009,Groceries,2024-01-23,320,0,1,1,87.5,604.8,133.6,57.32910963551772,100.42,3.2,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-24,S002,P0009,Groceries,2024-01-24,0,0,1,1,104.1,733.4,131.8,56.56342556684992,102.57,0.0,critical,236,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-25,S002,P0009,Groceries,2024-01-25,0,0,1,1,92.4,656.9,129.6,55.62397122079245,101.07,0.0,critical,223,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-26,S002,P0009,Groceries,2024-01-26,447,0,1,1,95.4,706.9,127.4,54.68013711648095,101.04,4.4,normal,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-27,S002,P0009,Groceries,2024-01-27,348,0,1,1,93.4,699.4,128.1,54.99844209101683,100.83,3.5,low,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-28,S002,P0009,Groceries,2024-01-28,210,0,1,1,100.8,699.3,128.1,54.99844209101683,101.67,2.1,low,19,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-29,S002,P0009,Groceries,2024-01-29,153,0,1,1,93.0,688.3,128.1,54.99844209101683,101.34,1.5,critical,69,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-30,S002,P0009,Groceries,2024-01-30,73,0,1,1,102.9,676.6,128.1,54.99844209101683,101.73,0.7,critical,159,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-28,S002,P0010,Groceries,2023-12-28,167,0,0,1,69.4,498.9,2.3,1.0,91.06,1.8,critical,0,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-29,S002,P0010,Groceries,2023-12-29,55,0,0,1,72.5,511.7,35.1,15.075529534188012,91.73,0.6,critical,53,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-30,S002,P0010,Groceries,2023-12-30,90,0,0,1,75.4,512.9,24.9,10.683422670558228,91.93,1.0,critical,11,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2023-12-31,S002,P0010,Groceries,2023-12-31,0,0,0,1,75.4,509.8,24.2,10.370469224921873,91.73,0.0,critical,100,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-01,S002,P0010,Groceries,2024-01-01,0,0,0,1,62.3,439.0,22.2,9.517711296832259,91.06,0.0,critical,85,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-02,S002,P0010,Groceries,2024-01-02,0,0,0,1,64.6,454.1,30.5,13.09827686256308,90.92,0.0,critical,96,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-03,S002,P0010,Groceries,2024-01-03,38,0,0,1,62.8,422.9,36.1,15.486359945144848,90.72,0.4,critical,61,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-04,S002,P0010,Groceries,2024-01-04,20,0,0,1,58.6,426.2,33.6,14.404777521897929,90.88,0.2,critical,73,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-05,S002,P0010,Groceries,2024-01-05,0,0,0,1,56.7,423.7,32.1,13.761535123785901,90.76,0.0,critical,89,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-06,S002,P0010,Groceries,2024-01-06,84,0,0,1,62.8,428.1,55.2,23.690103067966707,90.87,0.9,critical,34,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-07,S002,P0010,Groceries,2024-01-07,0,0,0,1,63.5,425.2,68.5,29.394283584729482,91.52,0.0,critical,132,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-08,S002,P0010,Groceries,2024-01-08,51,0,0,1,68.5,473.3,72.5,31.1358602835095,92.47,0.6,critical,91,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-09,S002,P0010,Groceries,2024-01-09,27,0,0,1,74.1,524.6,69.8,29.975440017588802,93.34,0.3,critical,117,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-10,S002,P0010,Groceries,2024-01-10,99,0,0,1,74.0,504.9,73.1,31.37701277576455,92.77,1.1,critical,49,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-11,S002,P0010,Groceries,2024-01-11,15,0,0,1,70.8,503.9,73.5,31.56552592636531,93.09,0.2,critical,130,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-12,S002,P0010,Groceries,2024-01-12,0,0,0,1,71.7,537.5,71.7,30.751209314455366,93.74,0.0,critical,144,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-13,S002,P0010,Groceries,2024-01-13,47,0,0,1,81.6,578.0,70.0,30.026959498460506,94.13,0.5,critical,105,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-14,S002,P0010,Groceries,2024-01-14,60,0,0,1,88.9,598.1,72.2,30.967452224110364,94.8,0.6,critical,102,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-15,S002,P0010,Groceries,2024-01-15,60,0,0,1,86.4,594.3,70.3,30.17667806254401,95.71,0.6,critical,97,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-16,S002,P0010,Groceries,2024-01-16,122,0,0,1,76.0,551.5,78.8,33.7992401166655,96.03,1.3,critical,33,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-17,S002,P0010,Groceries,2024-01-17,0,0,0,1,88.0,605.8,79.6,34.1794178309236,96.97,0.0,critical,168,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-18,S002,P0010,Groceries,2024-01-18,0,0,0,1,94.5,674.9,85.3,36.600612756437876,98.28,0.0,critical,180,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-19,S002,P0010,Groceries,2024-01-19,108,0,0,1,88.8,645.4,83.5,35.82209950201105,98.23,1.1,critical,65,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
2024-01-20,S002,P0010,Groceries,2024-01-20,54,0,0,1,87.1,607.6,82.1,35.254270140649645,98.13,0.6,critical,116,ready,ready,,v1,ensemble_v2,2026-07-13T07:06:13.058276
